epoch,learning_rate,loss,mae,rmse,val_loss,val_mae,val_rmse
0,0.0009044171893037856,0.015332136303186417,0.08810071647167206,0.12382300198078156,0.0040355040691792965,0.045633479952812195,0.06352561712265015
1,0.000654212839435786,0.008747600950300694,0.06598946452140808,0.093528613448143,0.00304231233894825,0.03894883021712303,0.05515715852379799
2,0.0003450482909101993,0.006924462039023638,0.05897938460111618,0.08321335166692734,0.002403339371085167,0.03393002972006798,0.04902386665344238
3,9.512688120594248e-05,0.005551371723413467,0.053250283002853394,0.07450752705335617,0.0023593527730554342,0.03391522169113159,0.048573169857263565
4,1.000000082740371e-09,0.00513835996389389,0.05114495009183884,0.07168235629796982,0.002264563925564289,0.03272499516606331,0.04758743569254875
